name,pubpriv,enrollment,allvaccs,conditional,medical,religious,dptMiss,polMiss,mmrMiss,hepMiss,varMiss
AVAXAT ELEMENTARY,PUBLIC,126,96.03174603,0.793650794,0.793650794,2.380952381,3.968253968,3.174603175,3.174603175,3.174603175,3.174603175
WALTERIA ELEMENTARY,PUBLIC,104,95.19230769,3.846153846,0,0.961538462,3.846153846,0.961538462,1.923076923,0.961538462,0.961538462
MANZANITA ELEMENTARY,PUBLIC,115,92.17391304,6.956521739,0.869565217,0,6.086956522,6.956521739,5.217391304,3.47826087,2.608695652
MONTEVIDEO ELEMENTARY,PUBLIC,65,93.84615385,6.153846154,0,0,1.538461538,0,4.615384615,1.538461538,0
LEONTINE GRACEY ELEMENTARY,PUBLIC,134,78.35820896,20.14925373,0,1.492537313,19.40298507,16.41791045,20.14925373,4.47761194,1.492537313
MARK KEPPEL ELEMENTARY,PUBLIC,165,100,0,0,0,0,0,0,0,0
JOHNSON PARK ELEMENTARY,PUBLIC,73,86.30136986,12.32876712,0,1.369863014,10.95890411,6.849315068,10.95890411,2.739726027,2.739726027
GREEN TREE EAST ELEMENTARY,PUBLIC,101,77.22772277,20.79207921,0,1.98019802,19.8019802,13.86138614,15.84158416,10.89108911,5.940594059
APOSTLES LUTHERAN,PRIVATE,37,54.05405405,45.94594595,0,0,40.54054054,40.54054054,43.24324324,32.43243243,32.43243243
EUCLID AVENUE ELEMENTARY,PUBLIC,135,88.88888889,10.37037037,0,0.740740741,8.888888889,7.407407407,9.62962963,2.222222222,0.740740741
WESTMORLAND ELEMENTARY,PUBLIC,43,88.37209302,11.62790698,0,0,11.62790698,9.302325581,9.302325581,0,0
JEFFERSON ELEMENTARY,PUBLIC,76,98.68421053,1.315789474,0,0,1.315789474,0,0,0,0
ROSE DRIVE ELEMENTARY,PUBLIC,77,61.03896104,33.76623377,1.298701299,3.896103896,25.97402597,31.16883117,33.76623377,11.68831169,7.792207792
GOLDEN WEST ELEMENTARY,PUBLIC,49,100,0,0,0,0,0,0,0,0
EARL WARREN ELEMENTARY,PUBLIC,70,98.57142857,1.428571429,0,0,1.428571429,1.428571429,1.428571429,1.428571429,0
LANDMARK ELEMENTARY,PUBLIC,133,99.2481203,0,0,0.751879699,0.751879699,0.751879699,0.751879699,0.751879699,0.751879699
O. B. WHALEY ELEMENTARY,PUBLIC,75,100,0,0,0,0,0,0,0,0
MISSION ELEMENTARY,PUBLIC,101,94.05940594,5.940594059,0,0,1.98019802,1.98019802,0.99009901,0.99009901,0
GROVER BEACH ELEMENTARY,PUBLIC,77,90.90909091,0,0,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091
CALVARY MURRIETA CHRISTIAN SCHOOLS,PRIVATE,44,93.18181818,0,0,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818
FREMONT ELEMENTARY,PUBLIC,87,91.95402299,6.896551724,0,1.149425287,6.896551724,6.896551724,8.045977011,1.149425287,1.149425287
LINDA VISTA ELEMENTARY,PUBLIC,62,98.38709677,0,0,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226
MICHAEL G. WICKMAN ELEMENTARY,PUBLIC,92,98.91304348,0,0,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522
EDWARD L. WENZLAFF ELEMENTARY,PUBLIC,134,99.25373134,0.746268657,0,0,0.746268657,0.746268657,0.746268657,0,0
SIXTY-FIRST STREET ELEMENTARY,PUBLIC,102,69.60784314,30.39215686,0,0,23.52941176,13.7254902,17.64705882,4.901960784,0.980392157
LANGE (DOROTHEA) ELEMENTARY,PUBLIC,86,93.02325581,2.325581395,0,4.651162791,6.976744186,5.813953488,6.976744186,4.651162791,4.651162791
ROCKETSHIP LOS SUENOS ACADEMY,PUBLIC,114,100,0,0,0,0,0,0,0,0
LONE STAR ELEMENTARY,PUBLIC,54,96.2962963,1.851851852,0,1.851851852,3.703703704,3.703703704,3.703703704,3.703703704,1.851851852
NEW HAVEN ELEMENTARY,PUBLIC,60,100,0,0,0,0,0,0,0,0
CHRISTOPHER ELEMENTARY,PUBLIC,64,100,0,0,0,0,0,0,0,0
OLEANDER ELEMENTARY,PUBLIC,187,98.93048128,0.534759358,0.534759358,0,1.069518717,0.534759358,0.534759358,0.534759358,0.534759358
COASTAL GROVE CHARTER,PUBLIC,29,31.03448276,0,0,68.96551724,68.96551724,68.96551724,68.96551724,68.96551724,68.96551724
"OAKS, THE",PRIVATE,25,80,20,0,0,20,20,20,20,20
OPAL ROBINSON ELEMENTARY,PUBLIC,69,88.4057971,2.898550725,0,8.695652174,8.695652174,8.695652174,8.695652174,11.5942029,8.695652174
SMALL WORLD CHRISTIAN K-2,PRIVATE,15,100,0,0,0,0,0,0,0,0
CEDAR SPRINGS WALDORF SCHOOL,PRIVATE,20,50,0,0,50,50,50,50,50,50
CARVER ELEMENTARY,PUBLIC,86,86.04651163,13.95348837,0,0,6.976744186,6.976744186,10.46511628,3.488372093,2.325581395
BONITA CANYON ELEMENTARY,PUBLIC,57,84.21052632,1.754385965,0,14.03508772,15.78947368,15.78947368,15.78947368,14.03508772,14.03508772
VALLEY CHRISTIAN SCHOOL,PRIVATE,24,100,0,0,0,0,0,0,0,0
SANTA MARGARITA ELEMENTARY,PUBLIC,128,91.40625,0,0,8.59375,8.59375,8.59375,8.59375,8.59375,8.59375
SIERRA LINDA ELEMENTARY,PUBLIC,80,98.75,1.25,0,0,0,0,0,0,1.25
EMERSON (RALPH WALDO) ELEMENTARY,PUBLIC,76,92.10526316,3.947368421,0,3.947368421,6.578947368,6.578947368,7.894736842,3.947368421,3.947368421
WHITE OAKS ELEMENTARY,PUBLIC,77,94.80519481,1.298701299,0,3.896103896,5.194805195,5.194805195,3.896103896,3.896103896,3.896103896
REDWOOD ELEMENTARY,PUBLIC,90,98.88888889,1.111111111,0,0,1.111111111,1.111111111,0,1.111111111,0
THE ONTARIO CENTER,PUBLIC,130,86.15384615,13.84615385,0,0,9.230769231,4.615384615,0.769230769,9.230769231,0.769230769
LAUREL DELL ELEMENTARY,PUBLIC,45,75.55555556,24.44444444,0,0,17.77777778,15.55555556,17.77777778,11.11111111,11.11111111
MARTIN LUTHER KING JR. ELEMENTARY,PUBLIC,150,96.66666667,3.333333333,0,0,2.666666667,2.666666667,2.666666667,0.666666667,0.666666667
MICHAEL D'ARCY ELEMENTARY,PUBLIC,67,94.02985075,5.970149254,0,0,5.970149254,5.970149254,2.985074627,5.970149254,0
JULIEN HATHAWAY ELEMENTARY,PUBLIC,100,92,8,0,0,7,6,8,3,1
HESBY OAKS LEADERSHIP CHARTER,PUBLIC,59,100,0,0,0,0,0,0,0,0
SANTA ROSA ROAD ACADEMIC ACADEMY,PUBLIC,86,88.37209302,5.813953488,0,5.813953488,11.62790698,11.62790698,10.46511628,5.813953488,5.813953488
FIESTA GARDENS INTERNATIONAL ELEMENTARY,PUBLIC,98,98.97959184,0,0,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
ANAHEIM HILLS ELEMENTARY,PUBLIC,73,89.04109589,5.479452055,0,5.479452055,5.479452055,5.479452055,10.95890411,8.219178082,8.219178082
TULARCITOS ELEMENTARY,PUBLIC,89,58.42696629,26.96629213,0,14.60674157,17.97752809,15.73033708,30.33707865,20.2247191,15.73033708
ST. HYACINTH ACADEMY,PRIVATE,26,92.30769231,0,0,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692
CATHEDRAL CITY ELEMENTARY,PUBLIC,118,98.30508475,1.694915254,0,0,0.847457627,0.847457627,1.694915254,0.847457627,0
CARLTON ELEMENTARY,PUBLIC,115,86.95652174,11.30434783,0,1.739130435,5.217391304,4.347826087,5.217391304,3.47826087,3.47826087
ALPHA-SHEN KINDERGARTEN,PRIVATE,30,100,0,0,0,0,0,0,0,0
GRACE BRETHREN ELEMENTARY,PRIVATE,67,94.02985075,0,0,5.970149254,5.970149254,5.970149254,5.970149254,5.970149254,5.970149254
MANUEL F. HERNANDEZ,PUBLIC,145,96.55172414,0,0.689655172,2.75862069,3.448275862,3.448275862,3.448275862,3.448275862,3.448275862
H. W. HARKNESS ELEMENTARY,PUBLIC,58,89.65517241,10.34482759,0,0,8.620689655,3.448275862,5.172413793,0,1.724137931
BELL AVENUE ELEMENTARY,PUBLIC,75,96,4,0,0,4,4,4,0,0
EXCELSIOR ELEMENTARY,PUBLIC,104,99.03846154,0,0,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462
MESA VERDE ELEMENTARY,PUBLIC,113,92.03539823,5.309734513,0,2.654867257,4.424778761,3.539823009,4.424778761,4.424778761,2.654867257
ONE HUNDRED THIRTY-FIFTH STREET ELEMENTARY,PUBLIC,156,74.35897436,25.64102564,0,0,23.71794872,17.94871795,21.15384615,3.205128205,1.282051282
BURNETT ELEMENTARY,PUBLIC,150,80,20,0,0,5.333333333,5.333333333,6.666666667,2.666666667,0
CIENEGA ELEMENTARY,PUBLIC,137,44.52554745,54.74452555,0,0.729927007,40.1459854,26.27737226,13.13868613,37.22627737,17.51824818
MARY B. LEWIS ELEMENTARY,PUBLIC,105,95.23809524,3.80952381,0.952380952,0,1.904761905,1.904761905,4.761904762,1.904761905,1.904761905
WOODROW W. WALLACE ELEMENTARY,PUBLIC,111,91.89189189,8.108108108,0,0,5.405405405,3.603603604,7.207207207,0.900900901,1.801801802
MARQUEZ AVENUE ELEMENTARY,PUBLIC,87,79.31034483,18.3908046,0,2.298850575,10.34482759,11.49425287,9.195402299,6.896551724,8.045977011
PONDEROSA ELEMENTARY,PUBLIC,72,100,0,0,0,0,0,0,0,0
SANTA FE SPRINGS CHRISTIAN SCHOOL,PRIVATE,23,73.91304348,8.695652174,0,17.39130435,26.08695652,21.73913043,21.73913043,21.73913043,21.73913043
CHRISTA MCAULIFFE ELEMENTARY,PUBLIC,105,91.42857143,3.80952381,0,4.761904762,5.714285714,6.666666667,7.619047619,4.761904762,4.761904762
LAFAYETTE ELEMENTARY,PUBLIC,48,91.66666667,6.25,0,2.083333333,2.083333333,2.083333333,6.25,4.166666667,2.083333333
BOBIER ELEMENTARY,PUBLIC,91,93.40659341,4.395604396,0,2.197802198,5.494505495,6.593406593,5.494505495,2.197802198,2.197802198
MOJAVE ELEMENTARY,PUBLIC,76,92.10526316,5.263157895,0,2.631578947,6.578947368,5.263157895,5.263157895,3.947368421,2.631578947
FOOTHILL OAK ELEMENTARY,PUBLIC,154,97.4025974,1.298701299,0,1.298701299,1.948051948,1.298701299,1.298701299,2.597402597,1.298701299
MITCHELL ELEMENTARY,PUBLIC,80,95,5,0,0,5,2.5,1.25,0,0
LAURELGLEN ELEMENTARY,PUBLIC,135,99.25925926,0,0.740740741,0,0.740740741,0.740740741,0.740740741,0.740740741,0.740740741
COMMUNITY ROOTS ACADEMY,PUBLIC,83,26.5060241,65.06024096,0,8.43373494,46.98795181,45.78313253,51.80722892,27.71084337,14.45783133
STEELE LANE ELEMENTARY,PUBLIC,86,100,0,0,0,0,0,0,0,0
MAIN STREET ELEMENTARY,PUBLIC,54,74.07407407,9.259259259,0,16.66666667,20.37037037,22.22222222,22.22222222,20.37037037,16.66666667
ST. LEO THE GREAT SCHOOL,PRIVATE,32,96.875,0,0,3.125,3.125,3.125,3.125,3.125,3.125
RIO DEL NORTE,PUBLIC,96,82.29166667,16.66666667,1.041666667,0,16.66666667,10.41666667,14.58333333,2.083333333,2.083333333
W. A. KENDRICK ELEMENTARY,PUBLIC,151,100,0,0,0,0,0,0,0,0
FREMONT ELEMENTARY,PUBLIC,100,99,1,0,0,0,0,1,0,0
DEL REY ELEMENTARY,PUBLIC,114,88.59649123,5.263157895,0,6.140350877,7.01754386,6.140350877,10.52631579,6.140350877,6.140350877
CARL HARVEY ELEMENTARY,PUBLIC,85,100,0,0,0,0,0,0,0,0
CENTER STREET ELEMENTARY,PUBLIC,147,78.23129252,19.72789116,0.680272109,1.360544218,16.32653061,14.28571429,17.68707483,6.802721088,6.802721088
BRIDGEPORT ELEMENTARY,PUBLIC,106,94.33962264,0,0,5.660377358,5.660377358,5.660377358,5.660377358,5.660377358,5.660377358
DISCOVERY ISLE CHILD DEVELOPMENT CENTER,PRIVATE,11,100,0,0,0,0,0,0,0,0
EAST OAKLAND LEADERSHIP ACADEMY,PUBLIC,12,100,0,0,0,0,0,0,0,0
POTTER VALLEY ELEMENTARY,PUBLIC,17,94.11764706,5.882352941,0,0,0,0,0,0,5.882352941
ST. RITA CATHOLIC SCHOOL,PRIVATE,34,76.47058824,5.882352941,2.941176471,14.70588235,20.58823529,23.52941176,23.52941176,17.64705882,20.58823529
ST. MARY OF THE ANGELS,PRIVATE,23,100,0,0,0,0,0,0,0,0
MONTESSORI IN REDLANDS,PRIVATE,37,97.2972973,0,0,2.702702703,2.702702703,2.702702703,2.702702703,2.702702703,2.702702703
WESTMONT ELEMENTARY,PUBLIC,119,98.31932773,1.680672269,0,0,0.840336134,0.840336134,0.840336134,0,0
SYBIL N. CROOKHAM ELEMENTARY,PUBLIC,97,97.93814433,1.030927835,0,1.030927835,2.06185567,1.030927835,1.030927835,1.030927835,1.030927835
JOHN FREMONT ELEMENTARY,PUBLIC,77,94.80519481,1.298701299,0,3.896103896,5.194805195,3.896103896,3.896103896,3.896103896,3.896103896
CAMELLIA AVENUE ELEMENTARY,PUBLIC,149,97.31543624,2.684563758,0,0,2.013422819,1.342281879,0.67114094,0,0
EAST AVENUE ELEMENTARY,PUBLIC,91,91.20879121,7.692307692,0,1.098901099,6.593406593,8.791208791,1.098901099,1.098901099,3.296703297
BEECH AVENUE ELEMENTARY,PUBLIC,159,98.74213836,0.628930818,0,0.628930818,1.257861635,0.628930818,1.257861635,0.628930818,0.628930818
ONE HUNDRED NINTH STREET ELEMENTARY,PUBLIC,88,77.27272727,22.72727273,0,0,19.31818182,18.18181818,3.409090909,4.545454545,4.545454545
ST. PAUL'S FIRST LUTHERAN SCHOOL,PRIVATE,13,84.61538462,15.38461538,0,0,15.38461538,7.692307692,15.38461538,7.692307692,7.692307692
WINCHELL ELEMENTARY,PUBLIC,125,98.4,1.6,0,0,1.6,1.6,0.8,0,0
WESTCHESTER LUTHERAN SCHOOL,PRIVATE,47,93.61702128,0,2.127659574,4.255319149,6.382978723,6.382978723,6.382978723,6.382978723,6.382978723
DWIGHT EISENHOWER ELEMENTARY,PUBLIC,52,96.15384615,3.846153846,0,0,3.846153846,1.923076923,3.846153846,0,0
MURDOCK-PORTAL ELEMENTARY,PUBLIC,95,97.89473684,2.105263158,0,0,1.052631579,1.052631579,2.105263158,0,0
CARRILLO ELEMENTARY,PUBLIC,181,87.29281768,1.104972376,0,11.60220994,12.15469613,12.15469613,12.70718232,11.60220994,11.60220994
JAMUL PRIMARY,PUBLIC,62,85.48387097,12.90322581,0,1.612903226,8.064516129,8.064516129,9.677419355,4.838709677,4.838709677
CASTRO VALLEY ELEMENTARY,PUBLIC,133,83.45864662,15.03759398,0,1.503759398,3.759398496,7.518796992,12.78195489,4.511278195,3.759398496
BAY FARM ELEMENTARY,PUBLIC,72,95.83333333,4.166666667,0,0,1.388888889,0,2.777777778,1.388888889,0
ST. EUGENE,PRIVATE,22,95.45454545,0,0,4.545454545,4.545454545,4.545454545,4.545454545,4.545454545,4.545454545
SUNNY SANDS ELEMENTARY,PUBLIC,143,91.60839161,7.692307692,0,0.699300699,4.895104895,5.594405594,3.496503497,0.699300699,0.699300699
THOMAS JEFFERSON ELEMENTARY,PUBLIC,84,95.23809524,4.761904762,0,0,0,1.19047619,2.380952381,2.380952381,0
MAR VISTA ELEMENTARY,PUBLIC,79,69.62025316,22.78481013,0,7.594936709,18.98734177,18.98734177,20.25316456,8.860759494,10.12658228
ACORN WOODLAND ELEMENTARY,PUBLIC,54,94.44444444,5.555555556,0,0,3.703703704,3.703703704,1.851851852,0,0
ANAVERDE HILLS,PUBLIC,59,88.13559322,5.084745763,1.694915254,5.084745763,10.16949153,10.16949153,10.16949153,10.16949153,11.86440678
GRANT ELEMENTARY,PUBLIC,127,96.06299213,3.149606299,0,0.787401575,3.937007874,3.937007874,3.937007874,3.937007874,3.149606299
KIRK O' THE VALLEY SCHOOL,PRIVATE,23,82.60869565,4.347826087,0,13.04347826,17.39130435,17.39130435,13.04347826,13.04347826,13.04347826
R. S. M. MONTESSORI ELEMENTARY,PRIVATE,20,95,0,0,5,5,5,5,5,5
PIERCE ELEMENTARY,PUBLIC,56,66.07142857,30.35714286,0,3.571428571,30.35714286,30.35714286,30.35714286,19.64285714,16.07142857
LOS ANGELES LEADERSHIP PRIMARY ACADEMY,PUBLIC,70,81.42857143,18.57142857,0,0,18.57142857,12.85714286,17.14285714,1.428571429,0
LA PATERA ELEMENTARY,PUBLIC,53,98.11320755,0,0,1.886792453,1.886792453,1.886792453,1.886792453,1.886792453,1.886792453
RED OAK ELEMENTARY,PUBLIC,130,74.61538462,19.23076923,1.538461538,4.615384615,23.84615385,23.07692308,20,6.153846154,6.153846154
BULLARD TALENT PROJECT,PUBLIC,77,96.1038961,2.597402597,0,1.298701299,1.298701299,2.597402597,2.597402597,1.298701299,1.298701299
WOODLAND PRAIRIE ELEMENTARY,PUBLIC,122,99.18032787,0,0,0.819672131,0.819672131,0.819672131,0.819672131,0.819672131,0.819672131
GARVANZA ELEMENTARY,PUBLIC,57,64.9122807,35.0877193,0,0,28.07017544,26.31578947,24.56140351,3.50877193,3.50877193
ST. BRENDAN ELEMENTARY,PRIVATE,36,100,0,0,0,0,0,0,0,0
HOLY CROSS SCHOOL,PRIVATE,21,80.95238095,14.28571429,0,4.761904762,19.04761905,19.04761905,19.04761905,4.761904762,4.761904762
ALICE M. BIRNEY ELEMENTARY,PUBLIC,97,98.96907216,1.030927835,0,0,1.030927835,0,1.030927835,0,0
SAINT MONICA SCHOOL,PRIVATE,31,96.77419355,0,0,3.225806452,3.225806452,3.225806452,3.225806452,3.225806452,3.225806452
LUPINE HILLS ELEMENTARY,PUBLIC,52,100,0,0,0,0,0,0,0,0
EAGLE PRAIRIE ELEMENTARY,PUBLIC,39,94.87179487,0,0,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128
PARADISE CANYON ELEMENTARY,PUBLIC,83,95.18072289,1.204819277,0,3.614457831,3.614457831,3.614457831,3.614457831,4.819277108,3.614457831
CHRIST CHURCH DAY SCHOOL,PRIVATE,22,72.72727273,27.27272727,0,0,22.72727273,18.18181818,18.18181818,13.63636364,4.545454545
CORNERSTONE CHRISTIAN,PRIVATE,22,86.36363636,0,0,13.63636364,13.63636364,13.63636364,13.63636364,13.63636364,13.63636364
DIAMOND POINT ELEMENTARY,PUBLIC,44,97.72727273,0,0,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273
PLUM CANYON ELEMENTARY,PUBLIC,81,90.12345679,3.703703704,0,6.172839506,8.641975309,8.641975309,6.172839506,7.407407407,6.172839506
ASCENSION LUTHERAN SCHOOL,PRIVATE,14,42.85714286,50,0,7.142857143,21.42857143,57.14285714,42.85714286,28.57142857,21.42857143
PLEASANT VALLEY ELEMENTARY,PUBLIC,80,91.25,0,0,8.75,8.75,8.75,8.75,8.75,8.75
HOLLYWOOD PRIMARY CENTER,PUBLIC,74,89.18918919,9.459459459,0,1.351351351,8.108108108,8.108108108,10.81081081,1.351351351,1.351351351
ALVIEW ELEMENTARY,PUBLIC,35,97.14285714,2.857142857,0,0,2.857142857,2.857142857,2.857142857,0,0
MEAD VALLEY ELEMENTARY,PUBLIC,120,96.66666667,3.333333333,0,0,3.333333333,3.333333333,3.333333333,2.5,3.333333333
STONE BRIDGE,PUBLIC,40,60,0,0,40,40,40,40,40,40
ROYAL OAKS ELEMENTARY,PUBLIC,80,96.25,1.25,0,2.5,3.75,3.75,3.75,3.75,3.75
GLOBAL EDUCATION ACADEMY,PUBLIC,40,97.5,2.5,0,0,2.5,0,2.5,0,0
LEWIS ELEMENTARY,PUBLIC,122,96.72131148,3.278688525,0,0,2.459016393,0.819672131,0,0,0
NORTH VALLEY BAPTIST,PRIVATE,19,63.15789474,0,0,36.84210526,36.84210526,36.84210526,36.84210526,36.84210526,36.84210526
LIVE OAK ELEMENTARY,PUBLIC,77,89.61038961,6.493506494,0,3.896103896,6.493506494,5.194805195,10.38961039,3.896103896,3.896103896
JOAQUIN MILLER ELEMENTARY,PUBLIC,99,93.93939394,6.060606061,0,0,3.03030303,2.02020202,3.03030303,1.01010101,1.01010101
JEFFERSON (THOMAS) ELEMENTARY,PUBLIC,89,100,0,0,0,0,0,0,0,0
CHAVEZ ELEMENTARY,PUBLIC,67,98.50746269,1.492537313,0,0,1.492537313,1.492537313,0,0,0
VERDUGO WOODLANDS ELEMENTARY,PUBLIC,140,81.42857143,12.85714286,4.285714286,1.428571429,10.71428571,11.42857143,7.857142857,5.714285714,7.857142857
NORD COUNTRY,PUBLIC,21,95.23809524,0,0,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762
RED HILL LUTHERAN,PRIVATE,76,86.84210526,1.315789474,1.315789474,10.52631579,13.15789474,11.84210526,13.15789474,11.84210526,11.84210526
HARDING STREET ELEMENTARY,PUBLIC,87,91.95402299,5.747126437,0,2.298850575,8.045977011,6.896551724,6.896551724,4.597701149,3.448275862
"MONTESSORI GREENHOUSE SCHOOLS, LLC",PRIVATE,34,85.29411765,2.941176471,0,11.76470588,14.70588235,11.76470588,11.76470588,11.76470588,11.76470588
CAMELLIA ELEMENTARY,PUBLIC,80,90,10,0,0,6.25,3.75,7.5,2.5,1.25
LA JOLLA COUNTRY DAY SCHOOL,PRIVATE,46,91.30434783,6.52173913,0,2.173913043,8.695652174,8.695652174,8.695652174,8.695652174,2.173913043
NEW HARVEST CHRISTIAN SCHOOL,PRIVATE,19,100,0,0,0,0,0,0,0,0
TIERRA VISTA ELEMENTARY,PUBLIC,125,96,4,0,0,4,4,4,0,0
GRANT ELEMENTARY,PUBLIC,87,94.25287356,4.597701149,0,1.149425287,3.448275862,2.298850575,3.448275862,3.448275862,1.149425287
CHANDLER ELEMENTARY,PUBLIC,124,87.09677419,4.032258065,1.612903226,7.258064516,12.90322581,12.09677419,8.870967742,8.870967742,8.870967742
SUNDANCE ELEMENTARY,PUBLIC,137,94.89051095,2.919708029,0,2.189781022,4.379562044,4.379562044,4.379562044,3.649635036,2.919708029
ADAMS ELEMENTARY,PUBLIC,102,84.31372549,14.70588235,0,0.980392157,13.7254902,11.76470588,12.74509804,1.960784314,1.960784314
ROCKLIN ELEMENTARY,PUBLIC,53,90.56603774,5.660377358,0,3.773584906,7.547169811,9.433962264,7.547169811,7.547169811,7.547169811
BEARDSLEE ELEMENTARY,PUBLIC,46,97.82608696,0,0,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043
DARNALL CHARTER,PUBLIC,77,100,0,0,0,0,0,0,0,0
"NEW VILLAGE SCHOOL, THE",PRIVATE,21,28.57142857,0,0,71.42857143,71.42857143,71.42857143,71.42857143,71.42857143,71.42857143
PETERS CANYON ELEMENTARY,PUBLIC,45,84.44444444,13.33333333,0,2.222222222,15.55555556,6.666666667,6.666666667,4.444444444,4.444444444
OAK GROVE ELEMENTARY,PUBLIC,98,78.57142857,20.40816327,1.020408163,0,13.26530612,12.24489796,16.32653061,9.183673469,4.081632653
JOSHUA SPRINGS CHRISTIAN SCHOOL,PRIVATE,25,72,8,4,16,24,28,24,20,20
CONLEY ELEMENTARY,PUBLIC,67,91.04477612,5.970149254,2.985074627,0,5.970149254,5.970149254,5.970149254,2.985074627,2.985074627
SAINT JEANNE DE LESTONNAC,PRIVATE,45,86.66666667,2.222222222,0,11.11111111,13.33333333,13.33333333,13.33333333,11.11111111,11.11111111
MELROSE ELEMENTARY,PUBLIC,136,88.97058824,10.29411765,0,0.735294118,7.352941176,8.823529412,9.558823529,5.882352941,0.735294118
JOHNSON ELEMENTARY,PUBLIC,107,92.52336449,7.476635514,0,0,5.607476636,1.869158879,0,0,0
DEL NORTE ELEMENTARY,PUBLIC,127,92.12598425,7.874015748,0,0,6.299212598,6.299212598,7.874015748,4.724409449,4.724409449
FOSHAY LEARNING CENTER,PUBLIC,24,87.5,12.5,0,0,8.333333333,8.333333333,4.166666667,0,0
GABILAN ELEMENTARY,PUBLIC,61,100,0,0,0,0,0,0,0,0
MILL STREET ELEMENTARY,PUBLIC,188,100,0,0,0,0,0,0,0,0
R. I. MEYERHOLZ ELEMENTARY,PUBLIC,120,95,5,0,0,2.5,2.5,2.5,1.666666667,0
CHINESE CHRISTIAN SCHOOLSâ€“ALAMEDA,PRIVATE,20,100,0,0,0,0,0,0,0,0
MIGUEL HIDALGO ELEMENTARY,PUBLIC,81,96.2962963,3.703703704,0,0,3.703703704,2.469135802,3.703703704,0,2.469135802
THE JOHN THOMAS DYE SCHOOL,PRIVATE,47,87.23404255,0,0,12.76595745,12.76595745,12.76595745,12.76595745,12.76595745,12.76595745
CAMINO NUEVO CHARTER ACADEMY NO. 4,PUBLIC,69,73.91304348,26.08695652,0,0,21.73913043,23.1884058,18.84057971,7.246376812,7.246376812
SOLANO COUNTY SPECIAL EDUCATION,PUBLIC,10,100,0,0,0,0,0,0,0,0
TRINITY CHRISTIAN SCHOOL,PRIVATE,17,94.11764706,0,0,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941
BRADOAKS ELEMENTARY,PUBLIC,99,90.90909091,4.04040404,0,5.050505051,5.050505051,6.060606061,6.060606061,7.070707071,6.060606061
MISSION AVENUE OPEN ELEMENTARY,PUBLIC,61,70.49180328,24.59016393,0,4.918032787,26.2295082,21.31147541,24.59016393,8.196721311,6.557377049
JOHN MUIR ELEMENTARY,PUBLIC,75,100,0,0,0,0,0,0,0,0
ST. ROSE OF LIMA SCHOOL,PRIVATE,23,65.2173913,34.7826087,0,0,0,26.08695652,13.04347826,0,0
HORACE CURETON ELEMENTARY,PUBLIC,104,93.26923077,6.730769231,0,0,6.730769231,6.730769231,5.769230769,6.730769231,6.730769231
LEONARDO DA VINCI HEALTH SCIENCES CHARTER,PUBLIC,46,89.13043478,2.173913043,0,8.695652174,8.695652174,10.86956522,8.695652174,8.695652174,8.695652174
STRATHMORE ELEMENTARY,PUBLIC,105,99.04761905,0.952380952,0,0,0.952380952,0,0,0,0
CARL B. MUNCK ELEMENTARY,PUBLIC,41,80.48780488,19.51219512,0,0,17.07317073,9.756097561,9.756097561,9.756097561,4.87804878
KESTER AVENUE ELEMENTARY,PUBLIC,167,97.00598802,1.796407186,0,1.19760479,1.796407186,1.796407186,1.19760479,1.796407186,1.19760479
STOCKTON CHRISTIAN,PRIVATE,12,91.66666667,0,0,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333
ROBERT F. KENNEDY ELEMENTARY,PUBLIC,111,97.2972973,1.801801802,0,0.900900901,2.702702703,2.702702703,1.801801802,1.801801802,1.801801802
WEST VALLEY CHRISTIAN SCHOOL,PRIVATE,37,83.78378378,8.108108108,0,8.108108108,8.108108108,10.81081081,16.21621622,8.108108108,8.108108108
BEAR MOUNTAIN ELEMENTARY,PUBLIC,155,98.06451613,1.935483871,0,0,1.290322581,1.290322581,1.290322581,0.64516129,0.64516129
POINSETTIA ELEMENTARY,PUBLIC,78,78.20512821,7.692307692,0,14.1025641,19.23076923,19.23076923,21.79487179,15.38461538,14.1025641
QUINCY JONES ELEMENTARY,PUBLIC,61,100,0,0,0,0,0,0,0,0
GUIN FOSS ELEMENTARY,PUBLIC,108,81.48148148,17.59259259,0,0.925925926,13.88888889,12.96296296,16.66666667,4.62962963,4.62962963
FRANK VESSELS ELEMENTARY,PUBLIC,83,90.36144578,6.024096386,0,3.614457831,9.638554217,6.024096386,8.43373494,3.614457831,4.819277108
